nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
Mac'S Hospedaje,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av. Francisco De Paula Otero 203,,,949 960 076,12,07,01,Junin,Tarma,Tarma,10210711908,Mac'S Hospedaje,Amaya Mandujano Cirilo,2025-01-10,2025-01-10
Pasteleria Fina Pasticie D'Evelyn,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,"Av., Heroes Del Cenepa S/N",evelynvenegas@20217@gmail.com,,989 818 561,03,06,01,Apurimac,Chincheros,Chincheros,10703912325,Pasteleria Fina Pasticie D'Evelyn,Venegas Pacheco Evelyn Miluska,2025-01-10,2025-01-11
Montafe House,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. San Martin 315,,,992 572 242,12,07,01,Junin,Tarma,Tarma,10726388887,Montafe House,Leonardo Ramon David Antonio,2025-01-10,2025-01-10
Hospedaje Deportivo Chinitos,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Los Alamos 239,,,964 060 970,12,07,01,Junin,Tarma,Tarma,10469617543,Hospedaje Deportivo Chinitos,Huaman Arellano Rosali Nicoly,2025-01-10,2025-01-10
D'Marce Cafe,2202,Alimentos Y Bebidas,220210,Cafe & Bar,220210,Cafe & Bar,Jr. Ricardo Palma 342,,,983 619 193,03,02,01,Apurimac,Andahuaylas,Andahuaylas,10099965849,D'Marce Cafe,Carrillo Altamirano Marcela,2025-01-11,2025-01-11
Restaurant La Cabanita,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Villa San Antonio - Carretera Abancay - Cusco,,,966 985 485,03,01,01,Apurimac,Abancay,Abancay,10310128045,Restaurant La Cabanita,Sotelo De La Pena Nely Placida,2025-01-11,2025-01-11
Las Delicias De Don Panchito Sac,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Jr. Ramon Castilla 468,donpanchitosac@gmail.com,,083 421117,03,02,01,Apurimac,Andahuaylas,Andahuaylas,20564515443,Las Delicias De Don Panchito Sac,Las Delicias De Don Panchito Sac,2025-01-11,2025-01-11
La Nueva Casona Srl,2202,Alimentos Y Bebidas,220217,Polleria,220217,Polleria,Jr. Ramon Castilla 259,llanuevacasona@gmail.com,https://www.lanueva-casona.com/,083 421230,03,02,01,Apurimac,Andahuaylas,Andahuaylas,20604328676,La Nueva Casona Srl,La Nueva Casona Srl,2025-01-11,2025-01-11
Cevicheria Y Marisqueria El Rey,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Jr. Juan Antonio Trelles 333,,,983 708 430,03,02,01,Apurimac,Andahuaylas,Andahuaylas,10407192716,Cevicheria Y Marisqueria El Rey,Toledo Guman Jhomar,2025-01-11,2025-01-11
San Luis Cafe,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Jr. Cruz De Piedra 646,cafe@panaderiasanluis.com.pe,,986764332,06,01,01,Cajamarca,Cajamarca,Cajamarca,20607755656,San Luis Cafe,Valdez Y Rondona S.A.C,2025-01-14,2025-01-14
Casa Del Sol Machupicchu,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Imperio De Los Incas 608,reservas@casadelsolhotels.com,https://www.casadelsolhotels.com/,951945878,08,13,04,Cusco,Urubamba,Machupicchu,20603402791,Casa Del Sol Machupicchu,Operador Turistico Los Andes S.A.C,2025-01-15,2025-01-15
Hostal Rumi Huasi,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Ortiz Arrieta 365,leotave17@hotmail.com,nan,9988571865,01,01,01,Amazonas,Chachapoyas,Chachapoyas,10334087633,Hostal Rumi Huasi,Flor De Maria Diaz Vallez,2025-01-16,2025-01-16
Vilas Insight Machupicchu,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Cl. Wiracocha 100,reservasvilasinsight@gmail.com,https://vilasinsighthotel.com/,942679575,08,13,04,Cusco,Urubamba,Machupicchu,10238618547,Vilas Insight Machupicchu,Vila Carlos Juan,2025-01-18,2025-01-18
Quri Sunku,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Cl. Lima 326,jjvargas14@hotmail.com,,959764134,18,01,01,Moquegua,Mariscal Nieto,Moquegua,10455257005,Quri Sunku,Juan Javier Vargas Almiron,2025-01-18,2025-01-18
Andino Machupicchu,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Cl. Ckaska Tika C-7 Urb. Las Orquideas,andinohotel@hotmail.com     andinohotelmachupicchu@gmail.com,https://andinohotelperu.com.pe/,974201373,08,13,04,Cusco,Urubamba,Machupicchu,20610525432,Andino Machupicchu,Andino Machupicchu E.I.R.L.,2025-01-18,2025-01-18
Machupicchu Golden,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Urb. San Borja A-4, Calle Ramon Castilla Int 702",reservas@machupicchugolden.com,www.machupicchugolden.com,01 3071719,08,01,08,Cusco,Cusco,Wanchaq,20600690800,Machupicchu Golden,Machupicchu Golden E.I.R.L.,2025-01-20,2025-01-20
Nevado Tours Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Corpac 204,nevadotourstravel@hotmail.com     nevadotourstravel@gmail.com,,073 205420,20,01,04,Piura,Piura,Castilla,20602128211,Nevado Tours Travel,Nevado Tours Travel Sac,2025-01-21,2025-01-21
Agencia De Viajes Incatravel,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. Corpac 204 - Mz.V Lt. 01 - Aa.Hh. Talarita,flastarria@tatsac.com,,073 600591,20,01,04,Piura,Piura,Castilla,20604158941,Agencia De Viajes Incatravel,Incatravel Agencias Sac,2025-01-21,2025-01-21
Agencia De Viajes Incatravel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Corpac 204 - Mz.V Lt. 01 - Aa.Hh. Talarita,flastarria@tatsac.com,,968160070,20,01,04,Piura,Piura,Castilla,20604158941,Agencia De Viajes Incatravel,Incatravel Agencias Sac,2025-01-21,2025-01-21
Lux Adventure Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Pj. Los Libertadores J-7 Urb. San Antonio,bookin@luxadventureperu.com,https://luxadventureperu.com/,972702171,08,01,05,Cusco,Cusco,San Sebastian,20603668406,Lux Adventure Peru,Luxury Adventure Cusco Peru E.I.R.L.,2025-01-21,2025-01-21
Inkas Peru Adventure Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. La Paz 715,info@inkasperuadventuretours.com,www.inkasperuadventuretours.com,084 654779,08,01,08,Cusco,Cusco,Wanchaq,20601069327,Inkas Peru Adventure Tours,Consultores De Negocios Servicios Y Representaciones S.A.C.,2025-01-21,2025-01-24
Summa  Travel. Pe,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. San Judas Grande B- 8-B (3deg Piso),info@summatravelpe.com,www.summatravelpe.com,980554996,08,01,08,Cusco,Cusco,Wanchaq,20527425876,Summa  Travel. Pe,Kuntur  Warmi E.I.R.L.,2025-01-21,2025-02-07
Like In House,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Bellavista B9 - A,informes@likeinhouseperu.com      reservas@likeinhouseperu.com,https://likeinhouseperu.com/,913406888,08,01,06,Cusco,Cusco,Santiago,20603331011,Like In House,Like In House S.R.L.,2025-01-22,2025-01-22
Wperu-Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Marcavalle F-11,wperutravel1@gmail.com,www.wperu-travel.com,962214795,08,01,08,Cusco,Cusco,Wanchaq,20603943326,Wperu-Travel,Waykis Peru Tour Operator S.R.L.,2025-01-22,2025-01-22
Terra Peru Aventuras,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Ejercito 809,iterraperu@gmail.com,www.iterraperu.com,993853732,08,01,01,Cusco,Cusco,Cusco,20608989847,Terra Peru Aventuras,Terra Peru Aventuras S.A.C.,2025-01-23,2025-02-07
La Caleta De La Punta,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Malecon Pardo180, Interior 1",lacaleta01@gmail.com,,934269394,07,01,05,Callao,Callao,La Punta,20602309704,La Caleta De La Punta,La Caleta De La Punta E.I.R.L.,2025-01-23,2025-01-23
El Camotal,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Malecon Pardo 180, Modulo 5",efgonzalezp@yahoo.es,,999296549,07,01,05,Callao,Callao,La Punta,10091540318,El Camotal,Gonzalez Pelaez Elmer Fermin,2025-01-23,2025-01-23
Restaurante Marina,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Malecon Pardo 175,miluskatrisanowong@gmail.com,,995995835,07,01,05,Callao,Callao,La Punta,10256808043,Restaurante Marina,Wong Kuoman Luisa Marina,2025-01-23,2025-01-23
Pizzeria San Remo,2202,Alimentos Y Bebidas,220220,Pizzerias,220220,Pizzerias,"Malecon Pardo 180, Interior 2",trattoriasanremosac@gmail.com,,971531124,07,01,05,Callao,Callao,La Punta,20600900936,Pizzeria San Remo,Trattoria San Remo S.A.C.,2025-01-23,2025-01-23
Cm Peru Viajes Y Aventuras E.I.R.L.,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Urb. San Antonio F.2,reservas@cmperuviajesyaventuras.com,https://cmperuviajesyaventuras.com/,992208393,08,01,05,Cusco,Cusco,San Sebastian,20610668641,Cm Peru Viajes Y Aventuras E.I.R.L.,Cm Viajes Y Aventuras E.I.R.L.,2025-01-24,2025-02-10
"Andean Nomade, Trips & Leisures E.I.R.L.",2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Urb. Los Alamos C-19,andeannomade@gmail.com,https://andeannomade.com/en/homepage/,51 984567930,08,01,08,Cusco,Cusco,Wanchaq,20609531887,"Andean Nomade, Trips & Leisures E.I.R.L.",Andean Nomade E.I.R.L.,2025-01-24,2025-02-10
Andean Origins Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Urb. La Florida, Psj. Los Alamos D-15, Dpto. 801",operaciones@andeanorigins.com     sales@andeanorigins.com,www.andeanorigins.com,984398801,08,01,08,Cusco,Cusco,Wanchaq,20610922580,Andean Origins Peru,Andean Origins Peru S.A.C.,2025-01-24,2025-02-03
Coca Life Adventure,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Garcilaso 265,reservacocalife@gmail.com,https://cocalifeadventure.com/,933212721,08,01,01,Cusco,Cusco,Cusco,20608331957,Coca Life Adventure,Coca Life Adventure S.A.C.,2025-01-24,2025-02-10
Perou Magique Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Los Alamos D-15, Dpto. 601 - Urb. La Florida",perou.magique.jose@gmail.com,https://peroumagiquetours.com/,992943444,08,01,08,Cusco,Cusco,Wanchaq,20610540938,Perou Magique Tours,Perou Magique Tours E.I.R.L.,2025-01-25,2025-01-28
Incas Happy Traveler,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Oficina Comercial: Portal Belen 103,contacto@incashappytraveler.com,www.incashappytraveler.com,984006827,08,01,01,Cusco,Cusco,Cusco,20609367513,Incas Happy Traveler,Incas Happy Traveler E.I.R.L,2025-01-26,2025-01-26
Mandalas Peru Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Av. Brasil B-1, Urb. Quispicanchis",mandalasperutravel@gmail.com info@mandalasperutravel.com,www.mandalasperutravel.com,940000693,08,01,01,Cusco,Cusco,Cusco,20610844414,Mandalas Peru Travel,Mandalas Peru Travel S.A.C.,2025-01-26,2025-02-07
Istalla Trek,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Pj. Carpio K L-361. K Urb. Santa Rosa,peru@istallatrek.com,https://istallatrek.com/,982511612,08,01,08,Cusco,Cusco,Wanchaq,20608454935,Istalla Trek,Istalla Trek E.I.R.L.,2025-01-26,2025-02-04
Machupicchu Magic Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Matara 267,machupicchumagicperutravel@gmail.com,https://www.machupicchumagicperu.com/,084 652732,08,01,01,Cusco,Cusco,Cusco,20608520946,Machupicchu Magic Peru,Machupicchu Magic Peru S.A.C.,2025-01-26,2025-02-02
Cholos & Chullos Viajes Exclusivos,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. El Sol 580,cholos.chullos@gmail.com,https://choloschullostravel.com/,97328028,08,01,01,Cusco,Cusco,Cusco,20608717952,Cholos & Chullos Viajes Exclusivos,Cholos & Chullos Viajes Exclusivos E.I.R.L.,2025-01-27,2025-02-06
Inca Bound,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Marquez 231 - Of. 306, C.C. Sotomayor",incabound@gmail.com,www.incabound.com,974681666,08,01,01,Cusco,Cusco,Cusco,20490307894,Inca Bound,Inca Bound E.I.R.L.,2025-01-27,2025-01-27
Hikers Latin Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Meson La Estrella 179,hikerslatinperu@gmail.com,https://hikerslatinperu.com/,932320544,08,01,01,Cusco,Cusco,Cusco,20608652061,Hikers Latin Peru,Operadores De Turismo Peru E.I.R.L.,2025-01-27,2025-01-28
Destinos Del Peru,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Larespampa S/N,ventas@destinosdelperu.com,https://destinosdelperu.com/,953090882,08,13,01,Cusco,Urubamba,Urubamba,20607953083,Destinos Del Peru,Experiencias & Destinos Del Peru S.A.C.,2025-01-28,2025-01-28
Kukytravel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. San Isidro R-3,hola@kukytravel.com,www.kukytravel.com,984035396,08,01,01,Cusco,Cusco,Cusco,20610338594,Kukytravel,Kuky Travel E.I.R.L.,2025-01-28,2025-01-28
Wanpu Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Jose Carlos Mariategui D-46,wanputravel@gmail.com,https://www.wanputravel.com/,944242666,08,01,08,Cusco,Cusco,Wanchaq,20608803859,Wanpu Travel,Wanpu Travel Viajes Y Servicios S.A.C,2025-01-28,2025-02-02
Alexia Travel Cusco,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. El Retiro 426 Int. 401,alexiatravelcusco@gmail.com,https://www.alexiatravelcusco.com/,989229172,08,01,08,Cusco,Cusco,Wanchaq,20608825771,Alexia Travel Cusco,Alexia Travel Cusco E.I.R.L.,2025-01-28,2025-01-29
Ce Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Apv. Los Frutales A-9,reservas@cetravel.pe,www.cetravel.pe,959364248,08,01,05,Cusco,Cusco,San Sebastian,20601571316,Ce Travel,Ce Travel E.I.R.L.,2025-01-28,2025-01-29
Apart Emanuel & Cavita,2201,Establecimientos De Hospedaje,220104,Albergue,220104,Albergue,Av. Mariscal Caceres #876,emanuel.cavita.iquitos@gmail.com,https://aparthotelemanuelycavita.com/,921253649,16,01,01,Loreto,Maynas,Iquitos,10405972501,Apart Emanuel & Cavita,Shirley Montalvan Munoz,2025-01-28,2025-01-28
Fortune Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Apv. Praderas Del Sur A-1,info@fortuneperutravel.com     fortuneperutravel@gmail.com,https://fortuneperutravel.com/es/inicio/,984484838,08,01,04,Cusco,Cusco,San Jeronimo,20608849182,Fortune Peru,Fortune Peru E.I.R.L.,2025-01-28,2025-01-29
Andean Peru Trip Advisors,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Ejercito V-11,info@andeanperutrip.com      andeanperutrip@gmail.com,www.andeanperutrip.com,992364517,08,01,06,Cusco,Cusco,Santiago,20603201443,Andean Peru Trip Advisors,Andean Peru Trip Advisors E.I.R.L.,2025-01-28,2025-01-28
Rey Sol Restaurant Campestre,2202,Alimentos Y Bebidas,220208,Restaurantes Campestres Y Centros Recreacionales,220208,Restaurantes Campestres Y Centros Recreacionales,Campina De Moche - Camino A Las Huacas Del Sol Y La Luna S/N,contacto@reysolperu.com,https://reysolperu.com/,949 999 702,13,01,07,La Libertad,Trujillo,Moche,20477626344,Rey Sol Restaurant Campestre,Inversiones Rey Sol S.A.C.,2025-01-28,2025-01-28
Sacred Inka Trek,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Santa Beatriz C-2,information@sacred-inka-trek.com     ugo@sacred-inka-trek.com     raizalbornoz@gmail.com@sacred,https://sacred-inka-trek.com/,938151990,08,01,08,Cusco,Cusco,Wanchaq,20609219115,Sacred Inka Trek,Sacred Inka Trek E.I.R.L.,2025-01-28,2025-02-09
Peru Millas,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Tacna 113,perumillastravel@gmail.com,https://perumillas.com/,915017459,08,01,08,Cusco,Cusco,Wanchaq,20609470896,Peru Millas,Inversiones Peru Millas E.I.R.L,2025-01-29,2025-02-02
Machupicchu Tc,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Marquez 219, Of. 209",reservas.mptc@gmail.com,www.mptc.com.pe,918833622,08,01,01,Cusco,Cusco,Cusco,20603426810,Machupicchu Tc,Machupicchu Tourist Connection S.R.L.,2025-01-29,2025-01-29
Cusco Moto Tour Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Saphy 592,motorent1@hotmail.com,www.cuscomototourperu.com,84266309,08,01,01,Cusco,Cusco,Cusco,20601250986,Cusco Moto Tour Peru,Cusco Moto Tour Peru E.I.R.L.,2025-01-29,2025-01-29
Yawar Peru Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Marquez 219, Int. 212",yawarperutours@gmail.com,https://yawarperutours.com/,953432441,08,01,01,Cusco,Cusco,Cusco,20605231056,Yawar Peru Tours,Yawar Peru Tours S.A.C.,2025-01-29,2025-01-29
Yawar Peru Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Cl. Marquez 219, Int. 212",yawarperutours@gmail.com,https://yawarperutours.com/,994307877,08,01,01,Cusco,Cusco,Cusco,20605231056,Yawar Peru Tours,Yawar Peru Tours S.A.C.,2025-01-29,2025-01-29
Huascar Expeditions,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Plaza De Armas, Portal De Panes 123. Centro Comercial Los Ruisenores Ofi-207",huascarexpeditions@gmail.com,www.huascarexpeditions.com,974752752,08,01,01,Cusco,Cusco,Cusco,20608006886,Huascar Expeditions,Huascar Expeditions E.I.R.L,2025-01-29,2025-01-29
La Barra De Jackili,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. 28 De Julio 1275,labarradejackilimiraflores@gmail.com,,972574132,15,01,22,Lima,Lima,Miraflores,20613136658,La Barra De Jackili,La Barra De Jackili S.A.C.,2025-01-29,2025-01-29
La Barra De Jackili,2202,Alimentos Y Bebidas,220210,Cafe & Bar,220210,Cafe & Bar,Av. 28 De Julio 1275,labarradejackilimiraflores@gmail.com,,972574132,15,01,22,Lima,Lima,Miraflores,20613136658,La Barra De Jackili,La Barra De Jackili S.A.C.,2025-01-29,2025-01-29
Metsashoko,2202,Alimentos Y Bebidas,220213,Restaurante 2 Tenedores,220213,Restaurante 2 Tenedores,Av La Marina 178,mscocina24@gmail.com,nan,952496522,16,01,01,Loreto,Maynas,Iquitos,10445204477,Metsashoko,Ariana Blanca Guerra Alvan,2025-01-30,2025-01-30
Bucanero Restaurant,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. La Marina #124,bucanerorestaurant20@gmail.com,nan,940529149,16,01,01,Loreto,Maynas,Iquitos,20451087917,Bucanero Restaurant,Yarapa River Lodge S.R.L,2025-01-30,2025-01-30
Visao,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Sector Chuyamayo Bajo Km 202 (Carretetera Cusco - Quillabamba),eliconasarmiento@gmail.com,,957349020,08,09,03,Cusco,La Convencion,Huayopata,20604320063,Visao,Visao E.I.R.L.,2025-01-30,2025-01-30
Chullos Travel Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Calle Choquechaka 146,chullostravelperu@gmail.com,www.chullostravelperu.com,931060828,08,01,01,Cusco,Cusco,Cusco,20601393248,Chullos Travel Peru,Chullos Travel Peru S.A.C.,2025-01-31,2025-01-31
Travel Cusco G,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,C.C. Ccollana Chahuancosco,info@travelcuscog.com      travelcuscog@gmail.com,https://travelcuscog.com/,977123460,08,01,04,Cusco,Cusco,San Jeronimo,20605273808,Travel Cusco G,Travel Cusco G S.A.C.,2025-01-31,2025-01-31
Sumaq Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Velasco Astete Urb. Santa Lucila F-3,info@sumaq.travel,https://sumaq.travel/,986104390,08,01,08,Cusco,Cusco,Wanchaq,20610257675,Sumaq Travel,Sumaq Peru Investment E.I.R.L.,2025-01-31,2025-01-31
Lmp Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Urb. Rosaspata, Jr. Policarpo Caballero N-4",info@lmptravel.com,www.lmptravel.com/,958195840,08,01,01,Cusco,Cusco,Cusco,20601622492,Lmp Travel,Luxury Machupicchu Peru E.I.R.L,2025-01-31,2025-01-31
Machupicchu By World,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. El Sol 900,reservasmapibyworld@gmail.com,www.machupicchubyworld.com,973310752,08,01,01,Cusco,Cusco,Cusco,20609245558,Machupicchu By World,Machupicchu By World Travel Agency E.I.R.L.,2025-01-31,2025-01-31
