NOMBRE DE SERVICIO TURÍSTICO;IDENTIFICADOR DE CLASIFICACIÓN;CLASIFICACIÓN;IDENTIFICADOR DE CATEGORÍA;CATEGORÍA;IDENTIFICADOR DE SUBCATEGORÍA;SUBCATEGORÍA;DIRECCIÓN;CORREO ELECTRÓNICO;SITIO WEB;TELÉFONO;CÓDIGO DE DEPARTAMENTO;CÓDIGO DE PROVINCIA;CÓDIGO DE DISTRITO;NOMBRE DE DEPARTAMENTO;NOMBRE DE PROVINCIA;NOMBRE DE DISTRITO;RUC;SIGLAS;NOMBRE DE EMPRESA;FECHA DE REGISTRO DE EMPRESA;FECHA ACTUALIZACIÓN DATOS DE EMPRESA
Hostal Albania;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Amazonas 534; ;  ;920 883 364;12;7;1;Junín;Tarma;Tarma;10211019528;Hostal Albania;Soto Leyva Abelardo Francisco;10/01/2025;10/01/2025
Hospedaje La Isla Flotante los Uros ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av.Vienrich 628; ; ; 064 322665;12;7;1;Junín;Tarma;Tarma;10211377475;Hospedaje La Isla Flotante los Uros ;Paco Mamani Baltazar;10/01/2025;10/01/2025
El Dorado Hospedaje Residencial ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Huánuco 488;reservas@hospedajeeldoradotarma.com; https://hospedajeeldoradotarma.com/?fbclid=IwY2xjawHufelleHRuA2FlbQIx; 064 324151 ;12;7;1;Junín;Tarma;Tarma;10422300142;El Dorado Hospedaje Residencial ;Echegaray Gamarra Augusto Sebastian;10/01/2025;10/01/2025
Hostal Castillo;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Malecon Galvez 617; ; ;964 766 893;12;7;1;Junín;Tarma;Tarma;10212992505;Hostal Castillo;Castillo Palomares David Raul;10/01/2025;10/01/2025
Mac´S Hospedaje ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av. Francisco De Paula Otero 203; ; ;949 960 076;12;7;1;Junín;Tarma;Tarma;10210711908;Mac´S Hospedaje ;Amaya Mandujano Cirilo;10/01/2025;10/01/2025
Pastelería Fina Pasticie D'evelyn;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Av., Héroes del Cenepa s/n; evelynvenegas@20217@gmail.com; ;989 818 561;3;6;1;Apurímac ;Chincheros;Chincheros;10703912325;Pastelería Fina Pasticie D'evelyn;Venegas Pacheco Evelyn Miluska;10/01/2025;11/01/2025
Montafe House;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. San Martin 315; ;   ;992 572 242;12;7;1;Junín;Tarma;Tarma;10726388887;Montafe House;Leonardo Ramon David Antonio;10/01/2025;10/01/2025
Hospedaje Deportivo Chinitos;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Los Alamos 239; ; ;964 060 970;12;7;1;Junín;Tarma;Tarma;10469617543;Hospedaje Deportivo Chinitos;Huaman Arellano Rosali Nicoly;10/01/2025;10/01/2025
D'Marce Café;2202;ALIMENTOS Y BEBIDAS;220210;Café & Bar;220210;Café & Bar;Jr. Ricardo Palma 342; ; ;983 619 193;3;2;1;Apurímac ;Andahuaylas;Andahuaylas;10099965849;D'Marce Café;Carrillo Altamirano Marcela;11/01/2025;11/01/2025
Restaurant La Cabañita;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Villa San Antonio - Carretera Abancay - Cusco; ; ;966 985 485;3;1;1;Apurímac ;Abancay;Abancay;10310128045;Restaurant La Cabañita;Sotelo De La Peña Nely Placida;11/01/2025;11/01/2025
Las delicias de Don Panchito SAC;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Jr. Ramón Castilla 468;donpanchitosac@gmail.com;  ;083 421117;3;2;1;Apurímac ;Andahuaylas;Andahuaylas;20564515443;Las delicias de Don Panchito SAC;Las delicias de Don Panchito SAC;11/01/2025;11/01/2025
La Nueva Casona SRL;2202;ALIMENTOS Y BEBIDAS;220217;Pollería;220217;Pollería;Jr. Ramón Castilla 259;llanuevacasona@gmail.com;https://www.lanueva-casona.com/;083 421230;3;2;1;Apurímac ;Andahuaylas;Andahuaylas;20604328676;La Nueva Casona SRL;La Nueva Casona SRL;11/01/2025;11/01/2025
Cevichería y Marisquería El Rey;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Jr. Juan Antonio Trelles 333;  ; ;983 708 430;3;2;1;Apurímac ;Andahuaylas;Andahuaylas;10407192716;Cevichería y Marisquería El Rey;Toledo Gumán Jhomar;11/01/2025;11/01/2025
San Luis Café;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Jr. Cruz de Piedra 646;cafe@panaderiasanluis.com.pe; ;986764332;6;1;1;Cajamarca;Cajamarca;Cajamarca;20607755656;San Luis Café;Valdez y Rondona S.A.C;14/01/2025;14/01/2025
Casa del Sol Machupicchu;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Av. Imperio de los Incas 608;reservas@casadelsolhotels.com;https://www.casadelsolhotels.com/;951945878;8;13;4;Cusco;Urubamba;Machupicchu;20603402791;Casa del Sol Machupicchu;Operador Turistico Los Andes S.A.C;15/01/2025;15/01/2025
Hostal Rumi Huasi;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. Ortiz Arrieta 365;leotave17@hotmail.com;;9988571865;1;1;1;Amazonas;Chachapoyas;Chachapoyas;10334087633;Hostal Rumi Huasi;Flor de Maria Diaz Vallez;16/01/2025;16/01/2025
Vilas Insight Machupicchu;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Cl. Wiracocha 100 ;reservasvilasinsight@gmail.com ; https://vilasinsighthotel.com/;942679575;8;13;4;Cusco;Urubamba;Machupicchu;10238618547;Vilas Insight Machupicchu;Vila Carlos Juan;18/01/2025;18/01/2025
Quri Sunku;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Cl. Lima 326;jjvargas14@hotmail.com;  ;959764134;18;1;1;Moquegua;Mariscal Nieto;Moquegua;10455257005;Quri Sunku;Juan Javier Vargas Almiron ;18/01/2025;18/01/2025
Andino Machupicchu ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Cl. Ckaska Tika C-7 Urb. Las Orquideas ;andinohotel@hotmail.com     andinohotelmachupicchu@gmail.com;https://andinohotelperu.com.pe/;974201373;8;13;4;Cusco;Urubamba;Machupicchu;20610525432;Andino Machupicchu ;Andino Machupicchu E.I.R.L.;18/01/2025;18/01/2025
Machupicchu Golden;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. San Borja A-4, Calle Ramón Castilla int 702;reservas@machupicchugolden.com;www.machupicchugolden.com;01 3071719;8;1;8;Cusco;Cusco;Wanchaq;20600690800;Machupicchu Golden;Machupicchu Golden E.I.R.L.;20/01/2025;20/01/2025
Nevado Tours Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Corpac 204;nevadotourstravel@hotmail.com     nevadotourstravel@gmail.com; ;073 205420;20;1;4;Piura;Piura;Castilla;20602128211;Nevado Tours Travel;NEVADO TOURS TRAVEL SAC;21/01/2025;21/01/2025
Agencia de Viajes Incatravel;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. Corpac 204 - MZ.V LT. 01 - AA.HH. Talarita;flastarria@tatsac.com; ;073 600591;20;1;4;Piura;Piura;Castilla;20604158941;Agencia de Viajes Incatravel;INCATRAVEL AGENCIAS SAC;21/01/2025;21/01/2025
Agencia de Viajes Incatravel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Corpac 204 - MZ.V LT. 01 - AA.HH. Talarita;flastarria@tatsac.com; ;968160070;20;1;4;Piura;Piura;Castilla;20604158941;Agencia de Viajes Incatravel;INCATRAVEL AGENCIAS SAC;21/01/2025;21/01/2025
Lux Adventure Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pj. Los Libertadores J-7 Urb. San Antonio;bookin@luxadventureperu.com;https://luxadventureperu.com/;972702171;8;1;5;Cusco;Cusco;San Sebastián;20603668406;Lux Adventure Peru;Luxury Adventure Cusco Peru E.I.R.L.;21/01/2025;21/01/2025
Inkas Perú Adventure Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. La Paz 715;info@inkasperuadventuretours.com;www.inkasperuadventuretours.com;084 654779;8;1;8;Cusco;Cusco;Wanchaq;20601069327;Inkas Perú Adventure Tours;Consultores de Negocios Servicios y Representaciones S.A.C.;21/01/2025;24/01/2025
Summa  Travel. Pe;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. San Judas Grande B- 8-B (3° Piso);info@summatravelpe.com;www.summatravelpe.com;980554996;8;1;8;Cusco;Cusco;Wanchaq;20527425876;Summa  Travel. Pe;Kuntur  Warmi E.I.R.L.;21/01/2025;7/02/2025
Like In House;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Bellavista B9 - A;informes@likeinhouseperu.com      reservas@likeinhouseperu.com;https://likeinhouseperu.com/;913406888;8;1;6;Cusco;Cusco;Santiago;20603331011;Like In House;Like In House S.R.L.;22/01/2025;22/01/2025
WPeru-Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Marcavalle F-11;wperutravel1@gmail.com;www.wperu-travel.com;962214795;8;1;8;Cusco;Cusco;Wanchaq;20603943326;WPeru-Travel;Waykis Peru Tour Operator S.R.L.;22/01/2025;22/01/2025
Terra Peru Aventuras;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Ejercito 809;iterraperu@gmail.com;www.iterraperu.com;993853732;8;1;1;Cusco;Cusco;Cusco;20608989847;Terra Peru Aventuras;Terra Peru Aventuras S.A.C.;23/01/2025;7/02/2025
La Caleta de La Punta;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Malecón Pardo180, interior 1 ;lacaleta01@gmail.com;      ;934269394;7;1;5;Callao;Callao;La Punta;20602309704;La Caleta de La Punta;La Caleta de La Punta E.I.R.L.;23/01/2025;23/01/2025
El Camotal;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Malecón Pardo 180, módulo 5;efgonzalezp@yahoo.es;     ;999296549;7;1;5;Callao;Callao;La Punta;10091540318;El Camotal;GONZALEZ PELAEZ ELMER FERMIN;23/01/2025;23/01/2025
Restaurante Marina;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Malecón Pardo 175;miluskatrisanowong@gmail.com;    ;995995835;7;1;5;Callao;Callao;La Punta;10256808043;Restaurante Marina;WONG KUOMAN LUISA MARINA;23/01/2025;23/01/2025
PIZZERÍA SAN REMO;2202;ALIMENTOS Y BEBIDAS;220220;Pizzerías;220220;Pizzerías;Malecón Pardo 180, interior 2;trattoriasanremosac@gmail.com;    ;971531124;7;1;5;Callao;Callao;La Punta;20600900936;PIZZERÍA SAN REMO;TRATTORIA SAN REMO S.A.C.;23/01/2025;23/01/2025
CM Peru Viajes y Aventuras E.I.R.L.;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Urb. San Antonio F.2;reservas@cmperuviajesyaventuras.com;https://cmperuviajesyaventuras.com/;992208393;8;1;5;Cusco;Cusco;San Sebastián;20610668641;CM Peru Viajes y Aventuras E.I.R.L.;CM Viajes y Aventuras E.I.R.L.;24/01/2025;10/02/2025
Andean Nomade, trips & leisures E.I.R.L.;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Urb. Los Alamos C-19;andeannomade@gmail.com;https://andeannomade.com/en/homepage/;51 984567930;8;1;8;Cusco;Cusco;Wanchaq;20609531887;Andean Nomade, trips & leisures E.I.R.L.;Andean Nomade E.I.R.L.;24/01/2025;10/02/2025
Andean Origins Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. La Florida, Psj. Los Álamos D-15, Dpto. 801;operaciones@andeanorigins.com     sales@andeanorigins.com;www.andeanorigins.com;984398801;8;1;8;Cusco;Cusco;Wanchaq;20610922580;Andean Origins Perú;Andean Origins Perú S.A.C.;24/01/2025;3/02/2025
Coca Life Adventure;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Garcilaso 265;reservacocalife@gmail.com;https://cocalifeadventure.com/;933212721;8;1;1;Cusco;Cusco;Cusco;20608331957;Coca Life Adventure;Coca Life Adventure S.A.C.;24/01/2025;10/02/2025
Perou Magique Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo; Jr. Los Álamos D-15, Dpto. 601 - Urb. La Florida ;perou.magique.jose@gmail.com ;https://peroumagiquetours.com/;992943444;8;1;8;Cusco;Cusco;Wanchaq;20610540938;Perou Magique Tours;Perou Magique Tours E.I.R.L.;25/01/2025;28/01/2025
Incas Happy Traveler;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Oficina comercial: Portal Belén 103;contacto@incashappytraveler.com;www.incashappytraveler.com;984006827;8;1;1;Cusco;Cusco;Cusco;20609367513;Incas Happy Traveler;Incas Happy Traveler E.I.R.L;26/01/2025;26/01/2025
Mandalas Perú travel ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Brasil B-1, Urb. Quispicanchis;mandalasperutravel@gmail.com info@mandalasperutravel.com;www.mandalasperutravel.com;940000693;8;1;1;Cusco;Cusco;Cusco;20610844414;Mandalas Perú travel ;Mandalas Perú travel S.A.C.;26/01/2025;7/02/2025
Istalla Trek;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pj. Carpio K l-361. K Urb. Santa Rosa;peru@istallatrek.com;https://istallatrek.com/;982511612;8;1;8;Cusco;Cusco;Wanchaq;20608454935;Istalla Trek;Istalla Trek E.I.R.L.;26/01/2025;4/02/2025
Machupicchu Magic Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Matara 267 ;machupicchumagicperutravel@gmail.com;https://www.machupicchumagicperu.com/; 084 652732 ;8;1;1;Cusco;Cusco;Cusco;20608520946;Machupicchu Magic Peru;Machupicchu Magic Peru S.A.C.;26/01/2025;2/02/2025
Cholos & Chullos Viajes Exclusivos;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. El Sol 580;cholos.chullos@gmail.com;https://choloschullostravel.com/;97328028;8;1;1;Cusco;Cusco;Cusco;20608717952;Cholos & Chullos Viajes Exclusivos;Cholos & Chullos Viajes Exclusivos E.I.R.L.;27/01/2025;6/02/2025
Inca Bound;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Márquez 231 - Of. 306, C.C. Sotomayor ;incabound@gmail.com;www.incabound.com;974681666;8;1;1;Cusco;Cusco;Cusco;20490307894;Inca Bound;Inca Bound E.I.R.L.;27/01/2025;27/01/2025
Hikers Latin Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Mesón La Estrella 179 ;hikerslatinperu@gmail.com;https://hikerslatinperu.com/;932320544;8;1;1;Cusco;Cusco;Cusco;20608652061;Hikers Latin Peru;Operadores De Turismo Peru E.I.R.L.;27/01/2025;28/01/2025
Destinos del Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Larespampa S/N;ventas@destinosdelperu.com;https://destinosdelperu.com/;953090882;8;13;1;Cusco;Urubamba;Urubamba;20607953083;Destinos del Perú;Experiencias & Destinos Del Perú S.A.C.;28/01/2025;28/01/2025
Kukytravel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. San Isidro R-3;hola@kukytravel.com;WWW.KUKYTRAVEL.COM;984035396;8;1;1;Cusco;Cusco;Cusco;20610338594;Kukytravel;Kuky Travel E.I.R.L.;28/01/2025;28/01/2025
Wanpu Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Jose Carlos Mariategui D-46;wanputravel@gmail.com;https://www.wanputravel.com/;944242666;8;1;8;Cusco;Cusco;Wanchaq;20608803859;Wanpu Travel;Wanpu Travel Viajes y Servicios S.A.C;28/01/2025;2/02/2025
Alexia Travel Cusco ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. El Retiro 426 Int. 401 ;alexiatravelcusco@gmail.com;https://www.alexiatravelcusco.com/;989229172;8;1;8;Cusco;Cusco;Wanchaq;20608825771;Alexia Travel Cusco ;Alexia Travel Cusco E.I.R.L.;28/01/2025;29/01/2025
CE Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;APV. Los Frutales A-9;reservas@cetravel.pe;www.cetravel.pe;959364248;8;1;5;Cusco;Cusco;San Sebastián;20601571316;CE Travel;CE Travel E.I.R.L.;28/01/2025;29/01/2025
Apart Emanuel & Cavita;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220104;Albergue;220104;Albergue;Av. Mariscal Cáceres #876;emanuel.cavita.iquitos@gmail.com;https://aparthotelemanuelycavita.com/;921253649;16;1;1;Loreto;Maynas;Iquitos;10405972501;Apart Emanuel & Cavita;Shirley Montalván Muñoz;28/01/2025;28/01/2025
Fortune Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Apv. Praderas del Sur A-1;info@fortuneperutravel.com     fortuneperutravel@gmail.com;https://fortuneperutravel.com/es/inicio/;984484838;8;1;4;Cusco;Cusco;San Jerónimo;20608849182;Fortune Perú;Fortune Perú E.I.R.L.;28/01/2025;29/01/2025
Andean Peru Trip Advisors;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Ejército V-11;info@andeanperutrip.com      andeanperutrip@gmail.com;www.andeanperutrip.com;992364517;8;1;6;Cusco;Cusco;Santiago;20603201443;Andean Peru Trip Advisors;Andean Peru Trip Advisors E.I.R.L.;28/01/2025;28/01/2025
Rey Sol Restaurant Campestre ;2202;ALIMENTOS Y BEBIDAS;220208;Restaurantes Campestres y Centros Recreacionales;220208;Restaurantes Campestres y Centros Recreacionales;Campiña de Moche - Camino a las Huacas del Sol y la Luna S/N;contacto@reysolperu.com;https://reysolperu.com/;949 999 702;13;1;7;La Libertad;Trujillo;Moche;20477626344;Rey Sol Restaurant Campestre ;INVERSIONES REY SOL S.A.C.;28/01/2025;28/01/2025
Sacred Inka Trek;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Santa Beatriz C-2;information@sacred-inka-trek.com     ugo@sacred-inka-trek.com     raizalbornoz@gmail.com@Sacred;https://sacred-inka-trek.com/;938151990;8;1;8;Cusco;Cusco;Wanchaq;20609219115;Sacred Inka Trek;Sacred Inka Trek E.I.R.L.;28/01/2025;9/02/2025
Peru Millas;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Tacna 113;perumillastravel@gmail.com;https://perumillas.com/;915017459;8;1;8;Cusco;Cusco;Wanchaq;20609470896;Peru Millas;Inversiones Peru Millas E.I.R.L;29/01/2025;2/02/2025
Machupicchu TC;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Marquez 219, Of. 209;reservas.mptc@gmail.com;www.mptc.com.pe;918833622;8;1;1;Cusco;Cusco;Cusco;20603426810;Machupicchu TC;Machupicchu Tourist Connection S.R.L.;29/01/2025;29/01/2025
Cusco Moto Tour Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Saphy 592;motorent1@hotmail.com;www.cuscomototourperu.com;84266309;8;1;1;Cusco;Cusco;Cusco;20601250986;Cusco Moto Tour Peru;Cusco Moto Tour Perú E.I.R.L.;29/01/2025;29/01/2025
Yawar Peru Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Marquez 219, Int. 212;yawarperutours@gmail.com;https://yawarperutours.com/;953432441;8;1;1;Cusco;Cusco;Cusco;20605231056;Yawar Peru Tours;Yawar Peru Tours S.A.C.;29/01/2025;29/01/2025
Yawar Peru Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Marquez 219, Int. 212;yawarperutours@gmail.com;https://yawarperutours.com/;994307877;8;1;1;Cusco;Cusco;Cusco;20605231056;Yawar Peru Tours;Yawar Peru Tours S.A.C.;29/01/2025;29/01/2025
Huascar Expeditions;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Plaza de Armas, Portal de Panes 123. Centro Comercial Los Ruiseñores Ofi-207;huascarexpeditions@gmail.com;www.huascarexpeditions.com;974752752;8;1;1;Cusco;Cusco;Cusco;20608006886;Huascar Expeditions;Huascar Expeditions E.I.R.L;29/01/2025;29/01/2025
La Barra de Jackili;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Av. 28 de Julio 1275;labarradejackilimiraflores@gmail.com; ;972574132;15;1;22;Lima;Lima;Miraflores;20613136658;La Barra de Jackili;La Barra de Jackili S.A.C.;29/01/2025;29/01/2025
La Barra de Jackili;2202;ALIMENTOS Y BEBIDAS;220210;Café & Bar;220210;Café & Bar;Av. 28 de Julio 1275;labarradejackilimiraflores@gmail.com; ;972574132;15;1;22;Lima;Lima;Miraflores;20613136658;La Barra de Jackili;La Barra de Jackili S.A.C.;29/01/2025;29/01/2025
METSASHOKO;2202;ALIMENTOS Y BEBIDAS;220213;Restaurante 2 Tenedores;220213;Restaurante 2 Tenedores;Av La Marina 178;mscocina24@gmail.com;;952496522;16;1;1;Loreto;Maynas;Iquitos;10445204477;METSASHOKO;Ariana Blanca Guerra Alván;30/01/2025;30/01/2025
Bucanero Restaurant;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Av. La Marina #124;bucanerorestaurant20@gmail.com;;940529149;16;1;1;Loreto;Maynas;Iquitos;20451087917;Bucanero Restaurant;Yarapa River Lodge S.R.L;30/01/2025;30/01/2025
Visao;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Sector Chuyamayo Bajo km 202 (Carretetera Cusco - Quillabamba);eliconasarmiento@gmail.com; ;957349020;8;9;3;Cusco;La Convención;Huayopata;20604320063;Visao;Visao E.I.R.L.;30/01/2025;30/01/2025
Chullos Travel Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Calle Choquechaka 146;chullostravelperu@gmail.com;www.chullostravelperu.com;931060828;8;1;1;Cusco;Cusco;Cusco;20601393248;Chullos Travel Peru;Chullos Travel Peru S.A.C.;31/01/2025;31/01/2025
Travel Cusco G;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;C.C. Ccollana Chahuancosco;info@travelcuscog.com      travelcuscog@gmail.com;https://travelcuscog.com/;977123460;8;1;4;Cusco;Cusco;San Jerónimo;20605273808;Travel Cusco G;Travel Cusco G S.A.C.;31/01/2025;31/01/2025
Sumaq Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Velasco Astete Urb. Santa Lucila F-3;info@sumaq.travel;https://sumaq.travel/;986104390;8;1;8;Cusco;Cusco;Wanchaq;20610257675;Sumaq Travel;Sumaq Peru Investment E.I.R.L.;31/01/2025;31/01/2025
LMP Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Rosaspata, Jr. Policarpo Caballero Ñ-4;info@lmptravel.com;www.lmptravel.com/;958195840;8;1;1;Cusco;Cusco;Cusco;20601622492;LMP Travel;Luxury Machupicchu Peru E.I.R.L;31/01/2025;31/01/2025
Machupicchu By World;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. El Sol 900;reservasmapibyworld@gmail.com;www.machupicchubyworld.com;973310752;8;1;1;Cusco;Cusco;Cusco;20609245558;Machupicchu By World;Machupicchu By World Travel Agency E.I.R.L.;31/01/2025;31/01/2025
Ayllu Peru Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Calle Saphy 848, 2do Piso.;ayllu.peru.travel@gmail.com;www.aylluperutravel.pe;987847663;8;1;1;Cusco;Cusco;Cusco;20609268973;Ayllu Peru Travel;Ayllu Peru Travel A & M E.I.R.L.;31/01/2025;31/01/2025
